REG_ANS,ANO,TRIMESTRE,PERIODO,DESPESA DE COMERCIALIZAÇÃO DIFERIDA,ATIVO NÃO CIRCULANTE INTANGÍVEL,DESPESAS ANTECIPADAS,CRÉDITO TRIBUTÁRIO,PARTICIPAÇÕES OPS,PARTICIPAÇÕES INSTITUIÇÕES REGULADAS,PARTICIPAÇÕES COOPERATIVAS,APLICAÇÕES GARANTIDORAS,PPSC,RECEITAS FINANCEIRAS,DESPESAS FINANCEIRAS,OUTRAS RECEITAS OPERACIONAIS,OUTRAS DESPESAS OPERACIONAIS,DESPESA,RECEITA,TRIBUTOS DIRETOS,IMPOSTO SOBRE LUCRO,PEONA_OUTROS,PESL_OUTROS,PESL_SUS,REMISSAO,PPCNG,PROVISOES_TECNICAS,DESPESA_ADM,DESPESA_COM,VARIACAO_PEONA,EVENTOS_INDENIZAVEIS_POS,EVENTOS_INDENIZAVEIS_PRE,EVENTOS_INDENIZAVEIS_LIQUIDOS,CORRESP_CEDIDA_POS,CORRESP_CEDIDA_PRE,CONTRAPRESTACAO_POS,CONTRAPRESTACAO_PRE,RECEITA_COM_ASSISTENCIA_A_SAUDE,PL,PASSIVO_NAO_CIRCULANTE,PASSIVO_CIRCULANTE,PASSIVO,CREDITO_OPER_PS,ATIVO_CIRCULANTE,ATIVO,beneficiarios_x,porte_x,beneficiarios_y,porte_y,beneficiarios,porte,CHAVE_PERIODO
300136,2015,1,201501,0.0,48495.29,160608.25,0.0,0.0,0.0,0.0,7446561.26,-3814.88,300938.59,467465.17,8536083.21,9081820.35,27938532.98,25294114.39,-151884.6,0.0,6516073.94,2771120.73,426671.23,343848.62,582658.76,10640373.28,3390364.8,289318.41,133330.91,0.0,14576233.34,14709564.25,0.0,0.0,0.0,16839764.65,16839534.33,9897276.32,11841245.42,23903002.46,45641524.2,3381214.87,23392037.55,45641524.2,39231.0,Médio Porte,39231.0,Médio Porte,39.231,Médio Porte,300136201501
300136,2015,2,201502,0.0,41077.19,131979.09,0.0,0.0,0.0,0.0,7605757.83,21704.11,368130.34,511066.11000000004,9083908.39,9112709.910000002,28516228.860000003,28444490.479999997,-202559.49000000002,0.0,6889114.04,2777426.01,438174.54,433100.34,605488.31,11143303.24,3003487.0,292406.27999999997,373040.1,0.0,15218387.469999999,15591427.57,0.0,0.0,0.0,19437988.440000005,19347313.79,10667692.81,11714472.71,26845389.32,49227554.84,3752622.61,26781779.5,49227554.84,40258.0,Médio Porte,40258.0,Médio Porte,40.258,Médio Porte,300136201502
300136,2015,3,201503,0.0,33659.09,187360.57,0.0,0.0,0.0,0.0,8343374.93,41705.14,418374.5099999999,503315.5900000001,9329725.489999998,8632513.09,28707199.560000002,27954995.270000003,-147580.08999999997,0.0,7289432.18,3030946.99,469517.01,386736.04,622164.79,11798797.01,2952510.8899999997,514825.8800000001,400318.14,0.0,15703715.970000003,16104034.11,0.0,0.0,0.0,18526683.019999996,18571624.39,10759908.8,11417152.92,24767448.29,46944510.01,2430121.78,24336351.03,46944510.01,40936.0,Médio Porte,40936.0,Médio Porte,40.936,Médio Porte,300136201503
300136,2015,4,201504,0.0,26240.99,152494.75,0.0,0.0,0.0,0.0,8537590.03,-107139.98000000001,413476.77,458735.6599999999,9303529.000000004,8248779.799999997,26309427.699999988,29506189.189999998,-322484.08,0.0,6733029.96,2519686.95,483214.81,510207.86,618401.2,10864540.78,2958970.8900000006,223721.40999999992,-556402.22,0.0,14975622.159999996,14419219.939999998,0.0,0.0,0.0,20181698.549999997,20056803.800000004,10883122.95,11225608.22,21226705.79,43335436.96,6704705.64,25423831.25,43335436.96,40075.0,Médio Porte,40075.0,Médio Porte,40.075,Médio Porte,300136201504
300713,2015,1,201501,0.0,98906.88,29754.94,0.0,965070.7,365315.36,0.0,4245418.12,217071.59,441872.7,225546.02,810688.36,1223366.06,11723198.29,12380121.18,-245450.13,0.0,2640255.16,4253381.44,960609.62,37551.83,3923845.49,11815643.54,2690094.36,66031.37,23941.15,453031.48,7038369.16,7515341.79,0.0,0.0,542524.6,10946882.46,11357310.25,10041388.88,2314640.15,18939623.98,31295653.01,4465838.65,24334944.02,31952575.9,19912.0,Médio Porte,19912.0,Médio Porte,19.912,Médio Porte,300713201501
300713,2015,2,201502,0.0,265032.45,20062.4,0.0,983454.76,365315.36,0.0,4335091.04,72267.31999999998,512663.74999999994,281220.31000000006,1328541.81,794834.77,13073646.260000002,13151185.98,-184264.12,277608.42,2784401.45,3890165.06,977797.47,48154.89,3947493.74,11648012.61,2875877.61,112699.76000000001,144146.29,479174.62,8385692.9,9009013.809999999,0.0,0.0,528042.3099999999,11448987.43,11493844.54,10022072.16,1716795.82,20903963.42,32642831.4,4762055.37,25391186.04,33099685.59,20615.0,Médio Porte,20615.0,Médio Porte,20.615,Médio Porte,300713201502
300713,2015,3,201503,0.0,211554.54,15689.72,0.0,1001848.85,1340150.36,0.0,4480317.36,392302.24000000005,547404.5800000001,346570.21,1954842.46,1356228.7999999998,15205717.77,14516976.110000003,-272747.16000000003,217407.26,2754118.43,4465465.54,1095748.91,53744.7,3773863.56,12142941.14,2841679.670000001,66703.47999999998,-30283.01999999999,510881.35,8126694.159999998,8607292.49,0.0,0.0,573081.1500000001,12198624.530000001,12283804.130000003,10022072.16,3698697.76,21441841.09,35162611.01,4771561.06,26018524.97,34713316.28,20558.0,Médio Porte,20558.0,Médio Porte,20.558,Médio Porte,300713201503
300713,2015,4,201504,0.0,158076.63,9225.61,0.0,1020232.94,1340180.36,0.0,4582788.85,306519.75,552839.48,498903.19999999995,1393212.6600000001,1504747.6799999997,16095078.21,14466870.639999993,-241837.17999999993,45216.12000000005,2879345.15,4192728.0,1096660.26,46926.26,4015748.14,12231407.81,4484917.6499999985,74403.59000000003,125226.72,532577.55,8874301.82,9532106.09,0.0,0.0,560128.7799999998,12681038.5,12734458.629999995,7899353.74,5214696.12,20308515.18,33422565.04,4820890.56,24807921.48,33422565.04,22412.0,Médio Porte,22412.0,Médio Porte,22.412,Médio Porte,300713201504
300870,2015,1,201501,0.0,6914032.18,925701.71,0.0,0.0,286719.35,0.0,57983909.56,-534840.83,3014442.81,852796.66,42583041.66,21512248.19,33210655.38,51229065.58,0.0,679886.62,0.0,0.0,0.0,52387641.83,0.0,52387641.83,9530732.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1605139.7,90594248.31,56369710.95,44588560.61,191552519.87,0.0,99076204.93,208891043.45,3.0,Pequeno Porte,3.0,Pequeno Porte,3,Pequeno Porte,300870201501
300870,2015,2,201502,0.0,7383024.29,1859155.38,0.0,0.0,286719.35,0.0,59443596.53,1329677.75,3536595.7099999995,899171.34,45488479.95,26599925.749999996,39236211.57000001,53879530.34,0.0,724036.33,0.0,0.0,0.0,51885404.76,0.0,51885404.76,9720994.079999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502237.07000000007,90594248.31,54999688.63,56170496.52,201764433.46,0.0,119804219.46,233022239.48,3.0,Pequeno Porte,3.0,Pequeno Porte,3,Pequeno Porte,300870201502
300870,2015,3,201503,0.0,7354233.72,3891366.54,0.0,0.0,276855.97,0.0,56291698.07,-1018244.39,4151738.880000001,1009995.8500000001,46786858.54000001,28255649.060000002,39949689.95,49288735.16000001,0.0,745223.5000000002,0.0,0.0,0.0,53600948.87,0.0,53600948.87,9994953.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1715544.11,90594248.31,54764441.08,60542494.83,205901184.22,0.0,127151363.91,245752811.95,3.0,Pequeno Porte,3.0,Pequeno Porte,3,Pequeno Porte,300870201503
300870,2015,4,201504,0.0,6533506.38,355040.53,0.0,0.0,861969.37,0.0,59137823.37,282330.39,4237301.379999999,1089996.19,53232215.109999985,30040578.39,48656215.34,61857494.30999997,0.0,869850.8399999999,0.0,0.0,0.0,53975978.5,0.0,53975978.5,16804299.970000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-375029.63,142777304.17,55199923.09,51362500.69,249339727.95,0.0,108593658.32,249339727.95,3.0,Pequeno Porte,3.0,Pequeno Porte,3,Pequeno Porte,300870201504
301060,2015,1,201501,0.0,155907.31,0.0,0.0,0.0,0.0,0.0,0.0,32018.83,309267.79,57829.71,884775.63,479519.75,9336546.44,9296752.84,-143997.16,61237.62,1970369.06,2336886.75,410305.15,74728.95,869251.22,5661541.13,1894971.91,34367.58,174809.41,1554775.22,5140272.86,6869857.49,0.0,0.0,1917221.23,6326010.19,8246706.58,8984628.08,3115632.28,7083697.63,19183957.99,3428073.22,12182833.47,19183957.99,28356.0,Médio Porte,28356.0,Médio Porte,28.356,Médio Porte,301060201501
301060,2015,2,201502,0.0,144116.97,0.0,0.0,0.0,0.0,0.0,0.0,33855.399999999994,315584.0200000001,55888.780000000006,969546.2100000001,484295.45999999996,9434166.959999999,9915554.07,-148956.08,60466.590000000004,2100718.13,2464804.29,376444.46,158297.6,1197348.49,6297612.97,1751808.8699999999,57111.31,130349.06999999998,1524486.4000000001,5430227.069999999,7085062.539999999,0.0,0.0,2169463.7600000002,6693484.81,8779379.92,8849804.6,3196324.57,7608399.65,19654528.82,4275825.2,12549099.39,19654528.82,28742.0,Médio Porte,28742.0,Médio Porte,28.742,Médio Porte,301060201502
301060,2015,3,201503,0.0,132326.62,0.0,0.0,0.0,0.0,0.0,0.0,42097.100000000006,378918.2699999999,65384.729999999996,906699.1699999997,497297.81000000006,10392543.700000003,10342645.41,-132933.32,72197.86999999998,2244392.35,2358179.74,652985.91,164036.54,1314223.53,6733818.07,1878583.0800000005,63785.81000000001,143674.22000000003,1905256.7599999998,5831961.040000001,7880892.020000001,0.0,0.0,2052551.2799999993,7143148.949999999,9189961.29,8770120.44,3321469.79,8027657.29,20119247.52,4026353.68,12906988.84,20119247.52,22511.0,Médio Porte,22511.0,Médio Porte,22.511,Médio Porte,301060201503
301060,2015,4,201504,0.0,120536.29,0.0,0.0,0.0,0.0,0.0,0.0,109910.43000000001,365012.12,53430.859999999986,896450.8900000001,879444.27,10113305.409999996,10298075.520000003,-182520.26999999996,71401.51000000004,2382870.35,2292910.98,613534.47,151686.73,1370352.04,6811354.57,2017527.3499999996,91680.93,138477.99999999994,1083705.4500000002,5848911.109999998,7071094.559999999,0.0,0.0,1321834.4400000004,7871124.920000002,9205309.170000002,8817695.93,3532845.02,7771583.41,20122124.36,4028952.01,12861098.97,20122124.36,18244.0,Médio Porte,18244.0,Médio Porte,18.244,Médio Porte,301060201504
301124,2015,1,201501,0.0,31879.66,0.0,0.0,0.0,0.0,0.0,1981346.35,0.0,240092.42,108376.06,1779996.94,1385426.87,4636174.55,6121300.55,-73315.03,0.0,1192278.47,1121724.58,761283.01,17277.32,738439.56,3831002.94,525117.88,31210.78,8240.78,397876.38,2179925.8,2586042.96,0.0,0.0,486524.03,3715008.82,4201532.85,7620656.63,4136939.41,6213917.54,17971513.58,586257.84,13206310.75,19456639.58,8416.0,Pequeno Porte,8416.0,Pequeno Porte,8.416,Pequeno Porte,301124201501
301124,2015,2,201502,0.0,29441.17,0.0,0.0,0.0,0.0,0.0,2023924.72,115483.28,340263.06999999995,243109.09999999998,2046572.27,1939081.73,6001925.760000001,6916203.56,-56697.619999999995,0.0,1235627.92,1474912.63,810090.64,17277.32,735095.16,4273003.67,628546.5499999999,33045.17,43349.450000000004,543257.73,2571536.0300000003,3158143.21,0.0,0.0,593817.96,3901877.03,4495694.99,7661468.71,3923971.8,7603909.72,19189350.23,280517.1,14442844.33,21588754.03,8763.0,Pequeno Porte,8763.0,Pequeno Porte,8.763,Pequeno Porte,301124201502
301124,2015,3,201503,0.0,27002.68,8837.64,0.0,0.0,0.0,0.0,2091251.98,86302.03,362930.77,180215.39000000007,1330713.7000000002,1519334.9499999997,6653839.970000001,6189180.830000002,-27370.52000000002,0.0,1306976.85,1182322.28,859858.88,17277.32,771526.1,4137961.43,610576.4100000001,29943.089999999997,71348.93,697477.7799999999,3544943.42,4313770.130000001,0.0,0.0,535804.77,3990352.6100000013,4526157.380000001,7707024.69,3922599.93,7580769.08,19210393.7,398722.7,13747045.43,21145138.36,8607.0,Pequeno Porte,8607.0,Pequeno Porte,8.607,Pequeno Porte,301124201503
301124,2015,4,201504,0.0,18611.22,14328.59,0.0,0.0,0.0,0.0,2139296.2,74758.28999999998,396485.68999999994,52150.409999999916,2092344.08,1898604.08,7700667.140000001,6534019.07,-312129.63,0.0,1332891.63,1690003.04,877831.63,17277.32,796633.05,4714636.67,1524537.05,35056.740000000005,25914.78,427272.0900000001,3736425.6799999997,4189612.549999999,0.0,0.0,569570.72,4073839.67,4643410.389999999,8532712.24,4428745.25,8874465.46,21835922.95,303118.46,14296306.28,21835922.95,8414.0,Pequeno Porte,8414.0,Pequeno Porte,8.414,Pequeno Porte,301124201504
301574,2015,1,201501,0.0,212935.47,181700.04,0.0,999898.17,28044.87,0.0,1827750.48,182485.43,591128.8,239356.15,10648084.67,9848545.65,35040736.68,36839298.1,-638735.24,107776.28,1169434.81,3664004.56,302168.4,130214.74,329681.03,5595503.54,4867446.37,52275.03,-46266.79,0.0,20079380.27,20033113.48,0.0,0.0,-9459.16,28461178.21,26096622.91,30759425.51,5238903.25,21936721.28,57935050.04,1384407.48,28579520.4,57935050.04,47996.0,Médio Porte,47996.0,Médio Porte,47.996,Médio Porte,301574201501
301574,2015,2,201502,0.0,197143.61,159194.7,0.0,1055420.61,28044.87,0.0,1866360.75,311470.89,703203.4299999999,371769.24,11440414.44,8263571.5600000005,37773796.059999995,38396029.46999999,-524502.8800000001,347129.31999999995,1271458.55,4132665.28,318345.37,112171.9,371001.19,6205642.29,5779933.919999999,74061.91,102023.73999999999,111576.5,23070859.19,23284459.429999996,0.0,0.0,-23460.48,29137002.689999998,26745198.41,31641788.72,5283834.44,22852614.26,59778237.42,1473700.52,30102724.6,59778237.42,47935.0,Médio Porte,47935.0,Médio Porte,47.935,Médio Porte,301574201502
301574,2015,3,201503,0.0,196369.12,285165.5,0.0,1110943.05,28044.87,0.0,1928647.79,703501.3199999998,810638.6499999999,381000.14,9204101.400000002,5899863.140000001,36503307.09,37805897.05000001,-619109.0399999998,187015.87,1567225.19,4117783.86,328342.55,110518.61,393771.18,6517641.39,5869990.290000001,69204.78,295766.64,409600.85,23577881.25,24283248.74000001,0.0,0.0,-207.54000000000087,30692069.619999997,28366513.18,32939432.57,5381154.49,22601467.49,60922054.55,1647149.16,31080408.88,60922054.55,46838.0,Médio Porte,46838.0,Médio Porte,46.838,Médio Porte,301574201503
301574,2015,4,201504,0.0,206899.88,172984.44,0.0,1166465.49,40861.19,0.0,1973090.66,443082.3400000001,826140.4199999999,395732.42999999993,8463268.539999995,7513012.079999998,38528916.69000001,38203809.099999994,-692144.1599999999,1185780.44,1357555.34,4309550.7,328342.55,110518.61,435247.63,6541214.83,6262905.520000001,88310.18000000002,-209669.85000000003,563161.7300000001,23915464.6,24268956.47999999,0.0,0.0,-557.8899999999994,31956032.97,29418988.239999995,31552984.54,9873245.16,20127383.91,61553613.61,1557426.04,26480730.17,61553613.61,46429.0,Médio Porte,46429.0,Médio Porte,46.429,Médio Porte,301574201504
301744,2015,1,201501,0.0,4851.43,15070.33,0.0,0.0,444459.78,0.0,1592633.92,133727.05,380694.79,330340.16,1450531.83,1339582.41,7107122.5,7454416.09,-130062.92,172692.92,1305989.0,1367500.24,305615.15,0.0,0.0,2979104.39,1096344.84,16543.67,54805.0,1344642.64,2924863.78,4324311.42,0.0,0.0,1786057.04,4396090.83,5814383.01,5573840.72,12901830.8,5619760.61,24095432.13,1278469.65,16350122.17,24095432.13,17759.0,Pequeno Porte,17759.0,Pequeno Porte,17.759,Pequeno Porte,301744201501
301744,2015,2,201502,0.0,4155.22,21248.65,0.0,0.0,490566.3,0.0,1856157.2,6631.590000000026,439086.58,338258.82,1315514.3599999999,1163514.7100000002,7536164.67,7502003.33,-117554.24,165843.13999999998,1342937.0,1314603.27,502165.06,0.0,0.0,3159705.33,1227166.05,19053.65,36948.0,1443284.2100000002,3307939.23,4788171.4399999995,0.0,0.0,1807245.3399999999,4549829.720000001,5982765.109999999,5471377.88,13435230.56,5460642.81,24367251.25,1246048.01,16383361.11,24367251.25,17693.0,Pequeno Porte,17693.0,Pequeno Porte,17.693,Pequeno Porte,301744201502
301744,2015,3,201503,0.0,3459.01,14514.8,0.0,0.0,490566.3,0.0,1914607.68,-46503.99000000002,480765.5199999999,384799.4199999999,1483538.31,1356766.08,7442093.49,7963424.950000001,-172611.22,132755.87,1411210.0,1502206.69,376895.5,0.0,0.0,3290312.19,1231001.0699999998,15451.18,68273.0,1362691.9,3021896.8100000005,4452861.710000001,0.0,0.0,1882061.9699999997,4969096.379999999,6357322.790000001,5980995.11,14078050.7,5326504.39,25385550.2,1299932.91,17117794.27,25385550.2,17651.0,Pequeno Porte,17651.0,Pequeno Porte,17.651,Pequeno Porte,301744201503
301744,2015,4,201504,0.0,10369.59,8738.6,0.0,0.0,492599.85,0.0,1968244.51,-33090.88999999999,519612.1900000002,-333858.1399999999,1227980.3099999996,1052678.5599999996,6139055.699999999,8127355.009999998,-39766.159999999974,1279351.27,1470218.0,930980.42,476627.46,0.0,0.0,2877825.88,1432418.0099999998,38231.41,59008.0,1421368.5099999998,2469209.3499999996,3949585.8599999994,0.0,0.0,1668341.5100000007,5072044.09,6285917.43,6812584.79,14573029.98,4880818.18,26266432.95,1069712.6,17601977.82,26266432.95,17420.0,Pequeno Porte,17420.0,Pequeno Porte,17.420,Pequeno Porte,301744201504
302228,2015,1,201501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049445.18,10906.78,90685.52,9358.85,192047.79,291798.17,2523198.28,3045280.7,-33715.47,0.0,853363.33,477266.18,13072.68,0.0,689.0,1344391.19,261619.53,7108.56,33596.62,174790.06,1744926.49,1953313.17,0.0,0.0,86693.32,2699617.99,2803272.61,1715756.77,797162.11,1521330.3,4034249.18,66394.42,3864194.94,4556331.6,7290.0,Pequeno Porte,7290.0,Pequeno Porte,7.290,Pequeno Porte,302228201501
302228,2015,2,201502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111889.02,23245.950000000004,97710.33,16492.4,234507.83,386854.16,2874862.48,3215100.5199999996,-29052.0,0.0,883741.62,560976.48,13150.16,0.0,1099.67,1458967.93,272582.12,8003.9800000000005,30378.29,114777.10999999999,2045774.4200000002,2190929.8200000003,0.0,0.0,97228.79999999999,2800437.3,2914210.1,1719506.77,831617.07,1673007.96,4224131.8,74156.24,4191492.49,5086452.26,7430.0,Pequeno Porte,7430.0,Pequeno Porte,7.430,Pequeno Porte,302228201502
302228,2015,3,201503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1149064.77,13704.0,149565.71,10611.93,262404.79000000004,401355.44000000006,3199085.040000001,3454626.990000001,-19735.449999999997,0.0,927588.36,724244.99,13491.64,0.0,693.66,1666018.65,269503.39,6443.0,43846.73999999999,244905.89999999997,2222418.6399999997,2511171.2799999993,0.0,0.0,102005.59999999998,2953973.590000001,3071985.1900000004,1720541.77,860945.77,1886839.68,4468327.22,99225.38,4658929.67,5586189.63,7637.0,Pequeno Porte,7637.0,Pequeno Porte,7.637,Pequeno Porte,302228201503
302228,2015,4,201504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215757.89,7049.68,135654.46000000002,13867.71,289874.79999999993,420010.07000000007,3474706.1799999997,3515733.879999999,-15721.949999999997,0.0,978590.6,865775.48,12190.31,0.0,8707.02,1865263.41,346592.95999999996,4401.540000000001,51002.24000000002,195199.64,2443632.0200000005,2689833.9000000004,0.0,0.0,63261.360000000044,2991766.1899999995,3108102.299999999,2882396.88,890348.81,2081522.57,5854268.26,152584.22,4906286.38,5854268.26,7654.0,Pequeno Porte,7654.0,Pequeno Porte,7.654,Pequeno Porte,302228201504
302953,2015,1,201501,0.0,195315.55,0.0,0.0,1755785.94,0.0,0.0,15328832.76,410271.15,1228891.41,120890.06,19708454.69,16216019.86,57417813.89,62313521.77,-945881.66,176483.48,3173032.83,7603741.03,3057469.93,421924.2,2048114.39,16304282.38,5775547.23,385237.71,111110.25,0.0,34809008.78,34920119.03,0.0,0.0,0.0,42222577.0,42214736.5,47381689.68,14777763.33,36014963.21,98174416.22,3294420.81,70174942.01,98174416.22,70259.0,Médio Porte,70259.0,Médio Porte,70.259,Médio Porte,302953201501
302953,2015,2,201502,0.0,180377.05,0.0,0.0,2105823.95,0.0,0.0,15653990.59,537964.34,1384380.32,203972.53999999998,23834488.02,19065974.560000002,63317215.879999995,67399195.0,-685290.2899999999,208581.71,3270707.16,7594522.41,3149976.45,443336.19,917007.84,15375550.05,6681359.6,376918.95,97674.32999999999,0.0,36891315.900000006,36988990.230000004,0.0,0.0,0.0,42686416.269999996,42665004.28,51045907.01,15271012.27,40678077.28,106994996.56,3560834.49,72803963.73,106994996.56,68691.0,Médio Porte,68691.0,Médio Porte,68.691,Médio Porte,302953201502
302953,2015,3,201503,0.0,172579.9,0.0,0.0,2190026.86,0.0,0.0,5499178.64,570005.05,1370446.21,319592.49,25333160.009999998,20312401.799999997,70594789.75000001,68436700.98,-531507.3600000001,241320.44,3456274.29,7554316.54,3375117.38,444584.48,1000647.96,15830940.65,6287517.470000001,582149.9799999999,185894.1,0.0,42907233.91,43093128.00999999,0.0,0.0,0.0,42443330.77000001,42442082.480000004,48389461.76,15629894.36,46248471.98,110267828.1,2641260.63,70484815.97,110267828.1,67958.0,Médio Porte,67958.0,Médio Porte,67.958,Médio Porte,302953201503
302953,2015,4,201504,0.0,157641.4,0.0,0.0,2461639.07,0.0,0.0,5626363.91,1561676.12,1307743.9899999998,295141.32000000007,29347504.46000001,23416506.269999996,71972384.73999998,73916936.62,-481555.4499999997,358055.93000000005,3593805.76,8523049.85,3530006.46,450180.95,1148611.07,17245654.09,6543250.300000001,555362.49,137531.47000000003,0.0,41024592.889999986,41162124.36,0.0,0.0,0.0,43547838.59999998,43542242.12999998,49087092.66,14311058.89,48274454.26,111672605.81,3038544.83,67013683.32,111672605.81,64482.0,Médio Porte,64482.0,Médio Porte,64.482,Médio Porte,302953201504
303178,2015,1,201501,0.0,76593.4,0.0,0.0,0.0,0.0,0.0,3368237.76,56799.48,169942.92,273980.46,2548492.51,3173018.76,11778978.77,13384540.04,-67278.02,0.0,2348345.13,4256037.89,783242.44,0.0,1481249.57,8868875.03,1897943.79,37074.86,185000.0,179591.83,6032369.07,6396960.9,0.0,0.0,228341.81,10537350.44,10728578.0,9565332.22,1832123.99,11732988.19,23130444.4,2654926.23,14314276.67,24736005.67,17579.0,Pequeno Porte,17579.0,Pequeno Porte,17.579,Pequeno Porte,303178201501
303178,2015,2,201502,0.0,73166.39,0.0,0.0,0.0,0.0,0.0,3448495.91,131938.33,177504.54,290568.17,6229810.210000001,3706357.46,14256429.650000002,14113618.620000001,-86818.37000000001,0.0,3410345.13,1362782.86,717938.98,0.0,1509798.78,7000865.75,2113021.37,74415.18,1062000.0,189246.81000000003,6820820.66,8072067.469999999,0.0,0.0,242359.65999999997,7680131.930000002,7793122.239999998,9618313.07,1240357.1,10646745.39,21505415.56,2945399.33,12508300.68,22968165.8,17798.0,Pequeno Porte,17798.0,Pequeno Porte,17.798,Pequeno Porte,303178201502
303178,2015,3,201503,0.0,69687.77,0.0,0.0,0.0,0.0,0.0,3574951.42,163754.44,209103.06,334988.83999999997,5584818.26,4181175.4699999997,15416090.469999999,15499626.059999999,-45987.119999999995,0.0,3329552.02,1621003.4,743399.7,0.0,1619458.22,7313413.34,2128676.8200000003,57807.770000000004,0.0,260366.99,8453074.579999998,8713441.570000002,0.0,0.0,265581.18000000005,9504744.059999999,9748752.900000002,9647746.8,2569538.64,9242126.33,21459411.77,3328502.33,12655480.26,23005697.6,17765.0,Pequeno Porte,17765.0,Pequeno Porte,17.765,Pequeno Porte,303178201503
303178,2015,4,201504,0.0,67506.69,0.0,0.0,0.0,0.0,0.0,4153048.7,287631.43999999994,229513.17999999993,294425.19999999995,7124060.140000001,4121009.0999999996,15125317.240000002,16405204.660000004,-52966.92999999999,0.0,3155191.29,1640864.25,692881.02,0.0,1661178.77,7150115.33,2246766.46,49596.28,0.0,191044.91000000003,8222475.290000003,8413520.2,0.0,0.0,462380.43000000005,8574500.329999998,9104598.269999996,9653721.28,3709503.66,7388850.75,20752075.69,4008755.43,13609729.62,23578248.94,17497.0,Pequeno Porte,17497.0,Pequeno Porte,17.497,Pequeno Porte,303178201504
303267,2015,1,201501,0.0,15075.12,119325.21,0.0,0.0,0.0,0.0,8962225.6,791772.16,850365.22,1001687.85,8730775.24,9487693.89,58060825.49,59600616.92,-2474466.53,331273.43,3186366.66,10972898.81,2759450.55,152115.13,7426394.56,24497225.71,5448941.67,609238.89,152725.48,781107.33,40579430.38,41513263.19,0.0,0.0,812340.7,56510653.63,52524720.41,19281152.16,20314278.21,44408729.58,84004159.95,11631727.19,42352148.07,85212677.95,104128.0,Grande Porte,104128.0,Grande Porte,104.128,Grande Porte,303267201501
303267,2015,2,201502,0.0,204101.52,55263.29,0.0,0.0,0.0,0.0,9184561.39,1033898.0599999999,1038868.73,959026.87,9922869.209999999,10325770.95,63205883.12,63948912.94,-2578768.1700000004,563868.01,3979267.72,9754299.91,2777643.69,153195.37,7901627.43,24566034.12,6300457.470000001,1067324.4500000002,792901.06,545737.5599999999,43214664.76,44553303.379999995,0.0,0.0,610362.6799999999,59896528.49999999,55441151.8,19606689.36,20833896.46,44417210.85,84857796.67,12249951.33,40333420.13,86245476.48,106236.0,Grande Porte,106236.0,Grande Porte,106.236,Grande Porte,303267201502
303267,2015,3,201503,0.0,251200.69,169639.83,0.0,1388602.67,125265.32,0.0,9443312.74,813654.4400000002,1100780.01,1152063.3499999999,11698638.510000002,12056247.530000001,68863340.92999999,68671954.05,-2606943.16,259038.74,4225765.88,11315761.42,2821727.51,176643.19,7672464.67,26212362.67,6616859.239999998,692548.05,246498.15999999992,586698.79,47512351.31999999,48345548.27000001,0.0,0.0,741935.96,60371613.28999999,58489164.989999995,19821179.63,28048108.34,47106007.83,94975295.8,12272354.8,47099929.59,95912549.99,97238.0,Grande Porte,97238.0,Grande Porte,97.238,Grande Porte,303267201503
303267,2015,4,201504,1477722.78,372382.34,203032.88,0.0,1443028.91,136417.75,0.0,9691905.07,2402584.3599999994,1084917.2600000002,415139.7000000002,10243765.240000002,12337564.48,64142007.19,64375697.129999995,-2536384.579999999,917471.72,4293892.33,9677985.35,2810333.68,168949.74,7445175.26,24396336.36,6821964.380000003,-701403.2000000002,68126.44999999995,767828.55,44432666.83,45268621.82999998,0.0,0.0,801372.31,57313529.47,55607833.850000024,20124544.07,26442172.45,44962526.82,91529243.34,10601444.16,39751669.03,91529243.34,98056.0,Grande Porte,98056.0,Grande Porte,98.056,Grande Porte,303267201504
303356,2015,1,201501,0.0,153646.11,168316.05,0.0,0.0,0.0,0.0,14914696.6,785015.81,1004585.06,626641.37,25263624.16,27101661.63,62764522.39,64872349.57,-1332525.76,598828.63,13102548.51,8760665.64,1165595.3,0.0,0.0,23028809.45,4537716.23,105314.37,313437.18,21513.38,30054021.13,30388971.69,0.0,0.0,23552.59,39920914.91,39944467.5,63940774.6,32279169.84,46329169.5,142549113.94,3791743.41,46508811.49,142549113.94,67973.0,Médio Porte,67973.0,Médio Porte,67.973,Médio Porte,303356201501
