REG_ANS,periodo,1,2,3,4
300136,4T2013,56329918.77,0.00,42236773.03,0.00
300136,1T2014,58997551.38,0.00,43406918.53,0.00
300136,2T2014,63121424.42,0.00,45047928.77,0.00
300136,3T2014,65672390.81,0.00,50076550.32,0.00
300136,4T2014,67504933.22,0.00,51927504.37,0.00
300136,1T2015,69017171.39,0.00,56973727.89,0.00
300136,2T2015,70712586.89,0.00,59537459.49,0.00
300136,3T2015,72084395.19,0.00,60398355.46,0.00
300136,4T2015,74986134.66,0.00,60824245.87,0.00
300136,1T2016,76685742.57,0.00,58730038.36,0.00
300136,2T2016,75909649.59,0.00,59105680.39,21289.44
300136,3T2016,78120402.44,0.00,59507989.92,557012.60
300136,4T2016,78437254.65,0.00,61788036.86,0.00
300136,1T2017,80690207.32,0.00,66625512.07,0.00
300136,2T2017,78399437.36,32041.96,65610528.31,7671.20
300136,3T2017,74866420.95,122447.36,65054986.91,-451634.32
300136,4T2017,72618800.22,207367.99,60339260.22,171392.67
300136,1T2018,68611005.58,299710.85,54439747.16,245531.49
300136,2T2018,67295209.54,534958.19,52637226.28,447092.26
300136,3T2018,63509367.49,917633.40,47804871.08,717132.82
300136,4T2018,44494910.76,15587968.35,31322521.43,13839236.19
300136,1T2019,41433154.60,17096272.89,28447148.82,15120964.30
300136,2T2019,39917855.53,19319162.66,24646767.80,17100052.79
300136,3T2019,38944806.83,21914587.59,22503305.86,19530132.73
300713,4T2013,35184971.50,-2391.43,25536286.59,270681.29
300713,1T2014,36692529.73,-2444.50,27051828.36,337943.48
300713,2T2014,38162694.52,-4384.42,27503904.97,276007.94
300713,3T2014,39585194.66,185188.63,28790665.50,295519.26
300713,4T2014,40816670.45,699998.68,29193597.97,754370.90
300713,1T2015,42027876.24,1242576.35,29366778.57,1017218.27
300713,2T2015,43531083.37,1772558.58,31014076.69,1464450.15
300713,3T2015,45340646.25,2156066.68,30525161.91,1851267.84
300713,4T2015,47275532.92,2203776.84,32688089.18,1975665.00
300713,1T2016,49636988.15,1892968.17,34815487.87,1721149.38
300713,2T2016,52057617.27,1586752.39,37012333.29,1450612.20
300713,3T2016,54621599.53,1117111.48,40029439.12,1066069.65
300713,4T2016,57351128.03,632403.65,41913721.34,619305.98
300713,1T2017,60525600.81,499771.94,43601271.95,496569.95
300713,2T2017,63519806.88,356411.86,44168551.06,359475.18
300713,3T2017,66244612.00,370919.33,45831546.41,311375.18
300713,4T2017,69162954.85,411038.13,46673044.27,321666.70
300713,1T2018,70056358.00,421517.08,47343055.14,309599.26
300713,2T2018,70849967.98,393148.96,50013289.10,315650.22
300713,3T2018,71647727.29,283696.10,51507842.49,326830.87
300713,4T2018,65726980.51,28564445.58,47003768.58,26570601.77
300713,1T2019,66519235.37,31776270.12,48300719.61,29848835.06
300713,2T2019,65955634.73,35918478.71,48171374.18,33987290.42
300713,3T2019,65990829.24,40684196.71,48515194.53,38591606.13
300870,4T2013,0.00,0.00,0.00,0.00
300870,1T2014,0.00,0.00,0.00,0.00
300870,2T2014,0.00,0.00,0.00,0.00
300870,3T2014,0.00,0.00,0.00,0.00
300870,4T2014,0.00,0.00,0.00,0.00
300870,1T2015,0.00,0.00,0.00,0.00
300870,2T2015,0.00,0.00,0.00,0.00
300870,3T2015,0.00,0.00,0.00,0.00
300870,4T2015,0.00,0.00,0.00,0.00
300870,1T2016,0.00,0.00,0.00,0.00
300870,2T2016,0.00,0.00,0.00,0.00
300870,3T2016,0.00,0.00,0.00,0.00
300870,4T2016,0.00,0.00,0.00,0.00
300870,1T2017,0.00,0.00,0.00,0.00
300870,2T2017,0.00,0.00,0.00,0.00
300870,3T2017,0.00,0.00,0.00,0.00
300870,4T2017,0.00,0.00,0.00,0.00
300870,1T2018,0.00,0.00,0.00,0.00
300870,2T2018,0.00,0.00,0.00,0.00
300870,3T2018,0.00,0.00,0.00,0.00
300870,4T2018,0.00,0.00,0.00,0.00
300870,1T2019,0.00,0.00,0.00,0.00
300870,2T2019,0.00,0.00,0.00,0.00
300870,3T2019,0.00,0.00,0.00,0.00
301060,4T2013,16879972.86,7309730.54,12736963.09,5715344.59
301060,1T2014,17863175.12,7357608.43,12822916.11,5768996.52
301060,2T2014,18947859.14,7670787.92,14216567.85,6058524.77
301060,3T2014,20183054.66,7832579.40,14860482.61,6189578.62
301060,4T2014,21594369.56,8239071.34,15875065.08,6193821.82
301060,1T2015,23071874.93,8308482.80,18081232.77,6270304.95
301060,2T2015,24700122.19,8133414.18,19316509.96,5938198.23
301060,3T2015,26404615.93,8161463.16,21449210.04,6363588.61
301060,4T2015,28033768.87,7461070.71,22838682.78,6068223.83
301060,1T2016,29752437.95,6276405.92,24012725.39,5163519.60
301060,2T2016,31483324.52,4354906.79,24941745.94,4153529.77
301060,3T2016,33112137.08,2530471.42,26264330.65,2884850.88
301060,4T2016,35846989.36,1439900.81,27922806.57,2322950.92
301060,1T2017,37597325.96,965013.48,28555887.32,2195896.92
301060,2T2017,39538227.54,949476.68,29760975.03,2108359.99
301060,3T2017,41259464.57,1043934.98,31897237.06,2425753.76
301060,4T2017,42500842.00,1166537.98,32293943.93,2757328.91
301060,1T2018,43532322.38,1148462.11,33336590.75,3103874.57
301060,2T2018,44496982.83,1147157.97,35164461.70,3137351.72
301060,3T2018,45921994.84,1106863.51,35857152.83,2665889.81
301060,4T2018,35045210.80,12104129.28,25388917.58,12559145.36
301060,1T2019,34092971.48,15084579.81,23043367.93,14367561.35
301060,2T2019,31496388.33,18905201.04,20800190.41,17697401.28
301060,3T2019,28335589.15,22741717.92,17705482.29,21073192.48
301124,4T2013,13146724.66,3365995.10,11260070.07,1398078.61
301124,1T2014,13919214.70,3298370.62,11748882.16,1516032.08
301124,2T2014,14076246.15,3100472.58,11784027.20,1896443.26
301124,3T2014,13845018.71,2906664.08,11093730.19,1932991.01
301124,4T2014,13929855.13,2824990.10,11107591.89,2000273.93
301124,1T2015,14026805.51,2722342.18,10610732.81,1831189.19
301124,2T2015,14536799.04,2656977.19,10206336.52,1810409.75
301124,3T2015,15376198.27,2323125.64,11092790.19,2060353.31
301124,4T2015,15681078.13,2185717.48,12181684.87,2065883.98
301124,1T2016,16407656.87,2257214.27,13315043.96,2353247.54
301124,2T2016,17112893.53,2860184.18,14669296.98,2125640.48
301124,3T2016,17739733.78,3043608.31,15209896.45,1767652.87
301124,4T2016,18756782.01,3443929.53,14929671.21,1857633.82
301124,1T2017,19687736.20,3588797.17,16034526.05,1726362.75
301124,2T2017,20725147.09,3233155.04,16527062.17,1857425.05
301124,3T2017,21807025.91,3206340.56,17350274.38,2161426.87
301124,4T2017,22468108.62,3000096.09,18916675.70,2215777.73
301124,1T2018,23181759.49,3219756.76,19211217.15,2291655.65
301124,2T2018,24526645.03,3023219.69,19570090.04,2319980.38
301124,3T2018,26560191.70,3242496.42,20416457.79,2609195.38
301124,4T2018,28631977.53,3247196.27,20488755.05,2670660.85
301124,1T2019,30588732.88,3812984.21,21329976.24,3342538.65
301124,2T2019,25590917.30,7981541.61,18164165.96,7491684.64
301124,3T2019,23463368.37,8997352.18,16119806.08,8556238.87
301574,4T2013,98786273.40,370366.95,66913076.32,0.00
301574,1T2014,101152820.06,203193.19,70486493.55,0.00
301574,2T2014,103025080.59,409177.49,74550446.35,0.00
301574,3T2014,105255384.78,388211.31,76480232.60,0.00
301574,4T2014,107137587.99,709256.42,79963497.48,0.00
301574,1T2015,109602932.97,611360.34,80576264.28,0.00
301574,2T2015,112638558.87,300115.26,83232680.60,111576.50
301574,3T2015,116080933.56,174750.33,87514549.81,521177.35
301574,4T2015,120246283.49,-33685.07,90785439.05,1084339.08
301574,1T2016,123821764.05,-24225.91,94486738.64,1306357.99
301574,2T2016,126921891.50,-765.43,95228301.02,1301265.30
301574,3T2016,128373166.79,-565.89,94608361.37,840126.78
301574,4T2016,129408967.38,-4829.79,94181936.78,277012.18
301574,1T2017,131019557.86,-5270.69,93364721.34,55239.14
301574,2T2017,133286579.62,-7562.14,93336140.87,-51490.54
301574,3T2017,136799183.60,-10289.08,96899462.13,47.13
301574,4T2017,141335807.22,-8937.55,100233715.14,0.00
301574,1T2018,142713964.20,-13983.60,105662154.29,-245.87
301574,2T2018,144039275.27,-17897.21,110905433.83,0.00
301574,3T2018,145211771.57,-28779.01,111827027.38,0.00
301574,4T2018,142654060.00,28243977.76,108672680.37,28780926.45
301574,1T2019,146106505.71,37105952.15,107475571.71,37877133.78
301574,2T2019,149624896.33,46675743.43,106798706.31,47721560.28
301574,3T2019,151231521.21,55845336.64,110283508.40,56877550.68
301744,4T2013,13235007.57,7675942.80,8653155.58,5906851.48
301744,1T2014,14038880.92,7968068.92,9064739.86,6011477.65
301744,2T2014,14879494.57,7856439.42,9410846.29,5874434.64
301744,3T2014,15495589.19,7267761.39,9048999.96,5364587.14
301744,4T2014,16158952.42,7084238.52,9496185.13,5318530.84
301744,1T2015,16836142.08,6904914.63,10372086.12,5261956.28
301744,2T2015,17410972.00,7004542.34,11291759.10,5405632.49
301744,3T2015,18210829.61,7195410.14,12016739.25,5486429.53
301744,4T2015,18987061.02,7143705.86,11942943.17,5571987.26
301744,1T2016,19840810.15,7136719.38,11675605.43,5596973.79
301744,2T2016,20688067.97,7086143.83,11519516.78,5621316.05
301744,3T2016,21547338.52,7008685.20,11834602.04,5733217.08
301744,4T2016,22474298.31,6926882.20,12582252.15,5640790.79
301744,1T2017,23280560.32,6514303.67,13506457.95,5456186.36
301744,2T2017,24210806.27,6383380.33,13482598.48,5434780.28
301744,3T2017,25003328.12,6838101.60,13909011.59,6002881.23
301744,4T2017,25649411.29,7183006.47,14946690.55,6306288.70
301744,1T2018,25741739.19,9219789.66,15538200.74,7728022.31
301744,2T2018,25706206.21,11740547.36,16788329.76,9419513.85
301744,3T2018,25662779.26,13511502.95,17276110.24,10263904.71
301744,4T2018,26386004.26,15181089.29,18107490.10,11417988.64
301744,1T2019,27763775.63,15996090.36,18780331.92,12050203.15
301744,2T2019,29233479.75,15558896.89,20343074.27,11689826.26
301744,3T2019,24330452.28,22738945.48,17135242.77,17228329.28
302228,4T2013,7659293.49,315681.20,6721551.07,466361.02
302228,1T2014,8129933.90,336942.47,6190790.62,449838.53
302228,2T2014,8761791.46,341296.82,6359771.58,496481.31
302228,3T2014,9245996.75,357004.98,6283689.08,445580.48
302228,4T2014,9601165.87,367704.21,6709007.10,476674.74
302228,1T2015,10039557.76,371135.88,7143295.39,555502.66
302228,2T2015,10396949.02,380518.75,7415915.48,513700.79
302228,3T2015,10912803.64,384561.18,8159485.97,695537.09
302228,4T2015,11445795.07,349189.08,8615575.46,729672.71
302228,1T2016,11890547.75,370285.89,9020846.63,707026.79
302228,2T2016,12390993.91,412809.58,9955564.27,773630.26
302228,3T2016,12853278.63,443625.20,10632834.99,687396.24
302228,4T2016,13362044.78,561668.31,11058522.02,709496.78
302228,1T2017,13889802.02,603054.16,12609224.82,721215.31
302228,2T2017,14451458.01,619951.72,13451075.82,701351.88
302228,3T2017,14958133.30,639898.10,13930508.12,724982.45
302228,4T2017,15450191.56,606462.42,14420728.81,673114.84
302228,1T2018,11778063.65,457286.44,10686231.73,509252.17
302228,2T2018,16087147.47,831147.32,13050077.97,784583.77
302228,3T2018,16459676.39,883891.52,13235908.33,790407.29
302228,4T2018,8037642.49,1649542.35,4403056.63,1467672.11
302228,1T2019,9310088.10,1805031.89,5241737.90,1608487.92
302228,2T2019,3875597.39,1771030.51,1150971.83,1326563.76
302228,3T2019,1394888.02,1913890.90,-893740.78,1195429.60
302953,4T2013,151824959.40,11372.29,127703317.68,0.00
302953,1T2014,157765051.49,8581.03,133659729.67,0.00
302953,2T2014,161606778.80,6125.15,134121425.05,0.00
302953,3T2014,162198613.95,3386.43,134143877.88,0.00
302953,4T2014,163235752.69,0.00,122754103.35,0.00
302953,1T2015,164700257.56,0.00,127171667.54,0.00
302953,2T2015,166276920.33,0.00,131173434.47,0.00
302953,3T2015,169118559.63,0.00,139345363.48,0.00
302953,4T2015,170900162.64,0.00,156164361.63,0.00
302953,1T2016,172151615.72,0.00,159150144.37,0.00
302953,2T2016,174565707.36,0.00,165722625.06,0.00
302953,3T2016,178114487.99,0.00,169024112.32,0.00
302953,4T2016,183542292.07,0.00,168396560.58,0.00
302953,1T2017,194328978.62,0.00,176909517.77,0.00
302953,2T2017,208111031.71,0.00,183861982.58,0.00
302953,3T2017,222959744.13,0.00,192313791.15,0.00
302953,4T2017,234914758.59,0.00,208198335.25,0.00
302953,1T2018,242840436.16,0.00,209921261.35,0.00
302953,2T2018,248490206.51,0.00,213541131.71,0.00
302953,3T2018,252429323.05,0.00,213213937.93,0.00
302953,4T2018,206082005.87,132055961.91,155665726.48,132055961.91
302953,1T2019,194256171.94,168449047.60,143279652.66,165536597.06
302953,2T2019,179641741.92,214484613.50,130679508.34,201535055.77
302953,3T2019,163874002.75,257322608.91,117551195.81,238443504.43
303178,4T2013,34200025.90,660904.05,22902544.15,1349766.78
303178,1T2014,35680361.37,842133.08,24242502.73,1754130.50
303178,2T2014,37321187.97,1119698.36,24366523.37,2837087.67
303178,3T2014,39078537.17,1044951.29,25636390.69,2849575.42
303178,4T2014,40695481.99,1085190.62,26424553.27,2083204.03
303178,1T2015,41719709.52,994532.52,26615037.66,1763295.59
303178,2T2015,39535392.67,824597.71,28681321.90,705741.12
303178,3T2015,38519967.15,937839.90,29561488.85,825829.44
303178,4T2015,36296726.76,1198663.08,30775739.60,820250.54
303178,1T2016,34684157.28,1162966.48,32996961.33,761729.47
303178,2T2016,36982837.32,1019323.44,33355350.75,698005.94
303178,3T2016,40779006.37,954791.72,34247620.00,558105.77
303178,4T2016,45959981.02,676481.71,34189801.33,477533.30
303178,1T2017,50887834.75,613493.08,34618643.68,444222.89
303178,2T2017,54792082.18,555087.61,35341056.10,376091.99
303178,3T2017,55838382.35,354038.15,36165330.39,354856.30
303178,4T2017,56905465.56,169967.73,37692796.32,312241.55
303178,1T2018,57994524.92,73570.45,38224451.03,224569.40
303178,2T2018,59436065.43,33259.30,40177514.22,167177.02
303178,3T2018,54202566.75,33259.30,36233336.66,68586.39
303178,4T2018,49343297.01,33259.30,34278002.87,728.70
303178,1T2019,45363209.96,0.00,34406450.60,640.50
303178,2T2019,41394011.02,0.00,33177268.96,640.50
303178,3T2019,44102369.11,0.00,36152900.43,1358912.75
303267,4T2013,183960161.37,4439193.78,124367417.75,4141912.08
303267,1T2014,187521165.90,3901527.97,130521026.79,3821258.66
303267,2T2014,191083034.47,3784978.43,134011304.41,3797553.13
303267,3T2014,194079684.37,3707699.18,138041923.09,3544256.65
303267,4T2014,203310100.65,3728127.40,146898939.55,3260695.62
303267,1T2015,212625457.25,3734241.05,154481654.81,3208834.07
303267,2T2015,223380467.91,3244728.06,163624317.49,2781735.80
303267,3T2015,232876403.70,2959718.38,173853840.92,2575745.84
303267,4T2015,234092324.89,2966011.65,176999364.44,2681372.23
303267,1T2016,236332847.88,2915879.92,178904307.56,2450571.51
303267,2T2016,237561780.60,2775087.49,180939545.85,2101830.78
303267,3T2016,241548813.69,2202021.12,184999032.71,1550738.61
303267,4T2016,252487606.86,1411040.21,190714308.22,734665.25
303267,1T2017,261395497.84,659395.83,199217773.54,192220.91
303267,2T2017,266100790.52,198658.27,206073672.43,-2408.72
303267,3T2017,270868416.30,36020.29,203266381.08,-34896.77
303267,4T2017,275274921.20,32118.67,206986246.45,29616.13
303267,1T2018,279129581.06,28043.86,209221748.20,25022.46
303267,2T2018,285702113.27,25717.95,217560049.23,38020.85
303267,3T2018,291147925.76,27697.90,238188833.64,97985.83
303267,4T2018,281250783.04,47105751.23,239109274.66,45355362.55
303267,1T2019,284019839.12,58663345.32,246581362.11,56613290.87
303267,2T2019,287184263.87,72649801.41,254008935.16,68357264.53
303267,3T2019,290924257.49,88169046.96,249618259.41,80978365.09
303356,4T2013,135500096.34,8478308.35,98453082.51,7949334.72
303356,1T2014,139841232.05,9020631.60,100143128.92,7896364.94
303356,2T2014,143078003.64,9187250.45,99750293.65,7799481.37
303356,3T2014,146834169.59,9904513.68,101858272.41,7676675.11
303356,4T2014,150460133.22,10123674.66,108662634.44,7737569.93
303356,1T2015,154147629.46,7802995.98,115727185.07,6164046.59
303356,2T2015,158075012.42,5572345.53,120289800.11,4347381.99
303356,3T2015,161990192.65,2949675.91,127371570.18,2302019.28
303356,4T2015,165878646.13,229031.00,129076081.66,200695.91
303356,1T2016,170035058.22,213507.05,134029916.80,209523.40
303356,2T2016,173187310.73,205283.02,145121667.23,195992.65
303356,3T2016,176142944.97,142587.99,151423887.28,156288.44
303356,4T2016,179333403.75,168593.06,160893633.28,156836.80
303356,1T2017,183292671.30,209512.58,163408620.50,157697.48
303356,2T2017,188619718.54,240979.84,162874777.48,151872.81
303356,3T2017,194472029.80,293491.71,166003810.78,147105.66
303356,4T2017,201582341.18,208029.28,174970214.20,154599.65
303356,1T2018,208733685.56,248193.31,184297186.90,188557.20
303356,2T2018,215865973.20,286409.65,193875725.83,226041.46
303356,3T2018,222710677.66,1474403.78,203600983.19,1167828.79
303356,4T2018,230516690.48,6469058.37,207154928.00,4174597.42
303356,1T2019,238743019.65,22296587.82,210311944.69,17279418.67
303356,2T2019,242397623.72,47521500.25,215087968.12,38154791.45
303356,3T2019,234182574.63,146285959.22,205922903.85,123983303.10
303844,4T2013,30424346.89,959018.99,22915566.04,486756.17
303844,1T2014,30329416.58,0.00,24241403.40,181424.64
303844,2T2014,30069910.69,0.00,24153569.23,191310.56
303844,3T2014,30526715.75,0.00,24458302.50,201008.47
303844,4T2014,31293312.24,0.00,25482389.78,164723.55
303844,1T2015,32572819.29,0.00,26166661.14,166967.80
303844,2T2015,33953654.03,0.00,27462867.76,107958.24
303844,3T2015,34846365.86,0.00,28461810.46,39228.21
303844,4T2015,35940078.90,0.00,28861030.96,20091.74
303844,1T2016,36915219.66,0.00,29166621.63,3446.83
303844,2T2016,38431370.83,0.00,30180833.59,-261.00
303844,3T2016,39823527.77,0.00,31104672.71,-311.00
303844,4T2016,40964499.90,0.00,31236279.13,0.00
303844,1T2017,42382342.72,0.00,32177224.82,0.00
303844,2T2017,43413928.66,0.00,32694824.73,0.00
303844,3T2017,44580529.85,0.00,33050141.65,0.00
303844,4T2017,45578151.62,0.00,33793745.67,0.00
303844,1T2018,46657507.58,0.00,35060494.07,0.00
303844,2T2018,47713842.56,0.00,35604210.11,0.00
303844,3T2018,48641593.20,0.00,36160944.18,0.00
303844,4T2018,49593942.22,0.00,38601443.26,0.00
303844,1T2019,50133598.58,2261115.72,40108645.51,1949169.85
303844,2T2019,50424546.49,4471241.54,42176292.54,3864594.85
303844,3T2019,50364675.47,7050263.71,42869862.66,5956653.19
303976,4T2013,727021817.01,3801746.98,655740205.00,13953724.07
303976,1T2014,744443622.48,2046246.39,661294065.41,3561431.07
303976,2T2014,756703182.22,2114805.95,672024136.83,3286553.59
303976,3T2014,774059734.09,614254.47,677504077.14,3142720.14
303976,4T2014,791419933.40,960334.40,671821921.53,3127062.42
303976,1T2015,817526944.58,1207037.06,679069131.12,3437480.10
303976,2T2015,837885717.50,1784946.48,680288673.14,2697535.56
303976,3T2015,872088955.20,1926390.58,703017248.56,2415820.13
303976,4T2015,899876380.76,1736771.47,734098458.53,2175025.19
303976,1T2016,918115677.51,1644575.89,756943387.82,2060955.51
303976,2T2016,943856865.38,1624347.81,790606411.55,1757413.46
303976,3T2016,961252593.48,1865249.20,799294824.75,2076338.26
303976,4T2016,984373244.61,2028467.12,817237726.65,2521222.47
303976,1T2017,1003964151.31,2093112.42,838976348.30,2879135.17
303976,2T2017,1021378369.51,2155190.62,852605158.88,2927987.26
303976,3T2017,1033689319.81,2071561.63,885941646.36,3187437.44
303976,4T2017,1050010989.12,2167511.79,878770489.42,3440515.79
303976,1T2018,1068789311.35,2248879.17,884479212.63,3317586.04
303976,2T2018,1091379156.95,2332938.00,904344491.94,3686116.70
303976,3T2018,1113823564.19,2696656.42,907045439.24,3969614.52
303976,4T2018,1079891659.80,142065493.85,892827501.57,122784933.71
303976,1T2019,1101330274.71,145977958.94,911957357.64,125053977.62
303976,2T2019,1124297498.65,151865624.52,921144592.06,127669300.00
303976,3T2019,1146224063.94,156208834.43,932836621.19,130194004.67
304051,4T2013,32516630.26,1314049.87,27904754.85,860178.52
304051,1T2014,35227842.19,1010697.96,30866474.59,602283.71
304051,2T2014,37711802.60,611622.72,35811639.97,312219.37
304051,3T2014,39324888.74,1025922.16,37098400.14,364794.74
304051,4T2014,40960560.13,1376624.52,36765214.46,988190.45
304051,1T2015,42708683.93,1703125.64,38693867.01,970500.89
304051,2T2015,45435864.01,2008351.36,38094252.77,1114925.84
304051,3T2015,49470119.18,1298268.02,40734277.92,950120.13
304051,4T2015,52653766.81,1284836.68,43918751.24,917870.81
304051,1T2016,55014312.90,1293981.43,45835215.65,947314.77
304051,2T2016,56011246.64,1414559.27,48399098.30,909211.64
304051,3T2016,57214510.48,1614423.58,49004279.44,1082912.32
304051,4T2016,59069680.62,1702096.30,51069564.23,1243006.95
304051,1T2017,61602501.79,1821676.26,53714565.29,1330573.37
304051,2T2017,64849207.94,2029964.73,54575783.71,1611979.17
304051,3T2017,68489100.89,2059408.33,58060745.07,1925206.27
304051,4T2017,72349719.97,2117948.99,60449112.40,2201959.70
304051,1T2018,76095559.57,2081448.46,64381098.90,2267503.64
304051,2T2018,81412345.19,2008024.64,69420242.15,2194608.08
304051,3T2018,87057890.44,1930583.51,75209570.38,1717363.01
304051,4T2018,56521801.56,29014903.16,43726775.96,26461026.64
304051,1T2019,53140348.74,36777011.65,34034673.54,33393950.64
304051,2T2019,45463190.83,43416333.10,27937888.25,40733513.08
304051,3T2019,40669648.26,51867449.64,18896732.49,49176559.99
304123,4T2013,19680489.92,3729487.91,15690936.03,2110434.34
304123,1T2014,19969131.66,4115684.82,15114630.24,2415875.50
304123,2T2014,19766768.24,4775114.08,16569758.20,2227055.88
304123,3T2014,19651694.55,5339233.47,15551004.34,2519315.11
304123,4T2014,19411651.60,5935473.22,14763909.76,2758356.41
304123,1T2015,19776303.47,6214482.41,15899131.54,2282756.62
304123,2T2015,20631714.63,6136607.32,14771682.12,2699001.24
304123,3T2015,21249374.95,6300848.08,15821414.73,2717469.97
304123,4T2015,22309423.34,6154950.28,18148476.60,2723308.68
304123,1T2016,23069992.20,6514554.66,19561945.57,2885908.50
304123,2T2016,23904058.29,6907194.90,20617217.63,3210526.41
304123,3T2016,24785577.74,7216826.29,21299944.84,3413918.91
304123,4T2016,25571936.49,7761840.48,20803442.44,3821072.77
304123,1T2017,26198389.25,7988397.91,21035957.65,3847007.62
304123,2T2017,26787800.49,8010896.25,21420916.09,3644739.67
304123,3T2017,27628508.46,7820181.33,22059016.28,3570699.97
304123,4T2017,28508762.94,7695737.32,22572197.10,3341778.85
304123,1T2018,30282741.91,7172811.74,23334664.28,3396483.26
304123,2T2018,31937827.66,6811746.12,24294392.30,3509877.90
304123,3T2018,33414225.55,6753175.84,23899752.57,3749265.96
304123,4T2018,36168831.87,8288488.06,19825291.27,3454640.48
304123,1T2019,36026983.64,9316311.60,19088534.03,4766801.03
304123,2T2019,36279441.84,10710661.54,18561550.58,6316579.77
304123,3T2019,36324225.71,11496152.32,19038578.04,7408015.15
304158,4T2013,36862149.80,13607732.90,33292516.47,2715600.90
304158,1T2014,33793124.98,16404257.11,32994730.54,2513377.22
304158,2T2014,33344948.04,16396003.02,30629301.99,2319584.04
304158,3T2014,36421253.62,14443599.54,31089927.60,2283957.82
304158,4T2014,35168520.73,13624828.12,26191491.38,2952977.46
304158,1T2015,34104766.02,15397938.81,25601324.98,2768555.88
304158,2T2015,36558529.23,13939127.79,24633044.51,3057868.34
304158,3T2015,35969091.36,14982540.79,22765231.11,3089425.16
304158,4T2015,36497704.87,17089873.52,36583711.95,2640649.17
304158,1T2016,37331486.92,17031550.04,36676206.54,3098804.74
304158,2T2016,35824799.51,18259182.21,38125905.74,3279984.27
304158,3T2016,35787480.29,18450262.15,39234518.60,3293333.90
304158,4T2016,33989089.38,17242365.11,17307510.53,29477330.41
304344,4T2013,30632861.73,59844.26,21812772.23,91226.82
304344,1T2014,31899121.45,93523.67,24211205.75,88315.83
304344,2T2014,33120931.56,113290.87,25326115.87,61617.06
304344,3T2014,34501524.77,114639.10,26137080.07,95237.66
304344,4T2014,36105099.91,87342.47,28051894.70,58038.37
304344,1T2015,37595454.70,50493.67,27806978.71,54587.07
304344,2T2015,39050346.37,25445.45,27748039.81,46145.58
304344,3T2015,40507745.51,4742.76,29068727.82,7917.15
304344,4T2015,41892469.12,107.67,30392452.34,9476.72
304344,1T2016,43248884.44,47.67,31213065.22,10975.66
304344,2T2016,44105123.94,47.67,34646942.20,11158.86
304344,3T2016,45839621.97,47.67,36135860.52,15943.04
304344,4T2016,47247227.02,0.00,36988427.49,25687.30
304344,1T2017,48747663.78,-3918.14,39375581.02,21954.18
304344,2T2017,51211019.55,-3918.14,40283793.96,31060.69
304344,3T2017,52092416.47,-6404.86,42506678.20,15212.57
304344,4T2017,53325474.03,-6516.18,42781723.24,0.00
304344,1T2018,54825114.37,-2598.04,43507262.89,-316.05
304344,2T2018,56077225.07,-2598.04,44848465.43,-11026.34
304344,3T2018,57930130.31,-111.32,44742906.86,0.00
304344,4T2018,40161961.27,7483849.83,27931932.03,7721580.31
304344,1T2019,35597579.64,9727056.16,23095113.54,10662147.89
304344,2T2019,31206681.58,12397575.10,17448519.03,13373759.31
304344,3T2019,27007984.33,15032674.67,12290101.78,15377608.19
304395,4T2013,35870052.93,3947985.39,25737469.08,2660568.16
304395,1T2014,37357999.17,3951014.82,27189606.97,2694172.69
304395,2T2014,38904017.34,4072292.56,28364652.11,2913058.48
304395,3T2014,40463365.60,3854713.60,28575873.16,2761720.24
304395,4T2014,41903285.54,3435199.59,29871505.37,2513668.90
304395,1T2015,43189449.46,2968255.84,30655914.92,2225048.25
304395,2T2015,44582582.31,2054583.22,31808168.96,1581620.37
304395,3T2015,46027815.59,1276637.70,34854380.90,1089377.85
304395,4T2015,47531917.43,766399.58,37516585.84,738129.20
304395,1T2016,49087046.32,334650.96,38812157.61,448669.72
304395,2T2016,50583066.36,353265.67,40581378.56,446207.97
304395,3T2016,52213813.42,337038.87,40656724.33,441129.73
304395,4T2016,54000114.99,393303.38,39997717.75,492589.72
304395,1T2017,55908126.01,423952.22,42135579.82,523616.11
304395,2T2017,57684388.47,310562.63,42794647.38,472825.35
304395,3T2017,59203031.83,590167.09,43174655.67,714225.19
304395,4T2017,60424875.34,566069.15,44260918.79,710163.32
304395,1T2018,61632329.83,556380.79,45759311.82,717186.45
304395,2T2018,62729366.63,593136.06,47433999.79,753387.47
304395,3T2018,63865748.73,374911.78,50032097.59,644270.05
304395,4T2018,48437164.05,13888267.85,35896996.69,11254145.27
304395,1T2019,44960195.87,17885812.27,30108356.87,14096982.19
304395,2T2019,41752793.97,21819915.54,25189946.53,17117782.06
304395,3T2019,36359231.41,26125886.38,21186943.71,20110320.85
304468,4T2013,25861303.20,1004473.35,19539455.55,371303.60
304468,1T2014,27118675.96,1240743.41,20167250.56,493399.16
304468,2T2014,27886974.38,1042197.37,21057781.38,660721.12
304468,3T2014,29544905.26,1420694.08,22291683.47,647555.91
304468,4T2014,30913069.64,1845268.13,23133993.19,562117.54
304468,1T2015,32181611.74,2117013.61,24327288.34,424304.61
304468,2T2015,33462722.32,2188551.66,25599365.71,572612.26
304468,3T2015,34755073.61,2145549.06,26505673.90,430687.89
304468,4T2015,36282477.85,1912280.42,26395888.14,370543.28
304468,1T2016,38114807.23,1207880.46,28178985.81,374120.23
304468,2T2016,40126521.62,790382.54,30932472.65,252015.85
304468,3T2016,42179341.85,510993.41,31974378.62,243194.97
